X,Y
756,933
756,933
756,933
756,933
756,933
756,933
756,933
756,933
756,933
756,933
756,933
756,933
756,933
756,933
756,933
756,933
756,933
756,933
756,933
756,933
756,933
756,933
756,933
756,933
756,933
756,933
756,933
756,933
756,933
756,933
756,933
756,933
756,933
756,933
756,933
756,933
756,933
756,933
756,933
756,933
756,933
756,933
756,933
756,933
756,933
756,933
756,933
756,933
756,933
756,933
756,933
756,933
756,933
756,933
756,933
756,933
756,933
756,933
756,933
756,933
756,933
756,933
756,933
756,933
756,933
756,933
756,933
756,933
756,933
756,933
756,933
756,933
756,933
756,933
756,933
756,933
756,933
756,933
756,933
756,933
756,933
756,933
756,933
756,933
756,933
756,933
756,933
756,933
756,933
756,933
756,933
756,933
756,933
756,933
756,933
756,933
756,933
756,933
756,933
756,933
756,933
756,933
756,933
756,933
756,933
756,933
756,933
756,933
756,933
756,933
756,933
756,933
756,933
756,933
756,933
756,933
756,933
756,933
756,933
756,933
756,933
756,933
756,933
756,933
756,933
756,933
756,933
756,933
756,933
756,933
756,933
756,933
756,933
756,933
756,933
756,933
756,933
756,933
756,933
756,933
756,933
756,933
756,933
756,933
756,933
756,933
756,933
756,933
756,933
756,933
756,933
756,933
756,933
756,933
756,933
756,933
756,933
756,933
756,933
756,933
756,933
756,933
756,933
756,933
756,933
756,933
756,933
756,933
756,933
756,933
756,933
756,933
756,933
756,933
756,933
756,933
756,933
756,933
756,933
756,933
756,933
756,933
756,933
756,933
756,933
756,933
756,933
756,933
756,933
756,933
756,933
756,933
756,933
756,933
756,933
756,933
756,933
756,933
756,933
756,933
756,933
756,933
756,933
756,933
756,933
756,933
756,933
756,933
756,933
756,933
756,933
756,933
756,933
756,933
756,933
756,933
756,933
756,933
756,933
756,933
756,933
756,933
756,933
756,933
756,933
756,933
756,933
756,933
756,933
756,933
756,933
756,933
756,933
756,933
756,933
756,933
756,933
756,933
756,933
756,933
756,933
756,933
756,933
756,933
756,933
756,933
756,933
756,933
756,933
756,933
756,933
756,933
756,933
756,933
756,933
756,933
756,933
756,933
756,933
756,933
756,933
756,933
756,933
756,933
756,933
756,933
756,933
756,933
756,933
756,933
756,933
756,933
756,931
756,929
756,927
756,923
756,921
756,919
756,917
756,916
756,915
756,914
756,914
756,914
756,914
756,914
756,914
756,914
756,914
756,914
756,914
756,914
756,914
756,914
756,914
756,914
756,913
756,913
756,913
756,913
756,912
756,912
756,912
756,911
756,911
756,909
756,908
755,906
755,901
755,898
754,894
754,884
753,878
753,871
753,857
753,851
753,844
753,832
753,825
753,819
753,806
753,799
753,792
753,778
753,771
753,763
753,750
753,744
754,737
754,724
754,717
755,709
755,695
755,688
756,681
757,662
757,650
758,647
758,645
758,642
758,641
758,640
758,639
758,639
758,638
758,637
758,636
758,635
758,634
758,632
758,631
758,631
758,630
758,630
758,629
758,629
758,629
758,629
758,629
758,629
758,629
758,629
758,629
758,629
758,629
758,629
758,625
759,622
759,619
763,602
768,585
774,569
784,543
791,525
798,510
808,489
814,479
820,469
828,455
832,449
836,444
841,438
841,438
841,438
841,438
841,438
841,438
841,438
841,438
841,438
841,438
841,438
841,438
841,438
841,438
841,438
841,438
841,438
841,438
841,438
841,438
841,438
848,431
855,424
867,415
896,393
912,381
951,353
1032,295
1051,284
1089,263
1136,241
1160,233
1168,230
1187,225
1195,222
1201,221
1208,220
1208,220
1208,220
1208,220
1208,220
1208,220
1208,220
1208,220
1208,220
1208,220
1208,220
1208,220
1208,220
1208,220
1210,220
1215,220
1229,220
1236,220
1243,221
1255,222
1264,222
1267,223
1277,225
1280,225
1283,228
1283,228
1283,230
1283,232
1281,233
1279,234
1278,234
1275,235
1274,235
1274,236
1273,236
1273,236
1272,236
1272,236
1272,236
1272,236
1272,236
1272,236
1272,236
1272,236
1272,236
1272,236
1272,236
1272,236
1273,236
1273,235
1274,235
1275,234
1275,234
1277,234
1277,233
1278,233
1280,233
1280,233
1280,233
1282,232
1282,232
1283,232
1284,231
1285,230
1286,230
1287,229
1288,228
1289,228
1289,227
1290,227
1290,227
1290,226
1290,226
1290,226
1290,226
1290,226
1290,226
1290,226
1290,226
1290,226
1290,226
1290,226
1290,226
1290,226
1290,226
1290,226
1290,226
1290,226
1290,226
1290,226
1290,226
1290,226
1290,226
1290,226
1290,226
1290,226
1290,226
1290,226
1290,226
1290,226
1290,226
1290,226
1290,226
1290,226
1290,226
1290,226
1290,226
1290,226
1290,226
1290,226
1290,226
1290,226
1290,226
