X,Y
756,933
756,933
756,933
756,933
756,933
756,933
756,933
756,933
756,933
756,933
756,933
756,933
756,933
756,933
756,933
756,933
756,933
756,933
756,933
756,933
756,933
756,933
756,933
756,933
756,933
756,933
756,933
756,933
756,933
756,933
756,933
756,933
756,933
756,933
756,933
756,933
756,933
756,933
756,933
756,933
756,933
756,933
756,933
756,933
756,933
756,933
756,933
756,933
756,933
756,933
756,933
756,933
756,933
756,933
756,933
756,933
756,933
756,933
756,933
756,933
756,933
756,933
756,933
756,933
756,933
756,933
756,933
756,933
756,933
756,933
756,933
756,933
756,933
756,933
756,933
756,933
756,933
756,933
756,933
756,933
756,933
756,932
756,928
755,919
754,912
752,900
749,882
748,871
746,859
744,834
744,819
744,805
744,776
744,761
744,747
749,721
753,707
757,694
764,670
768,659
771,648
776,633
779,624
782,615
786,601
787,595
789,590
789,588
791,582
792,579
792,578
792,578
792,578
792,578
792,578
792,578
792,578
792,578
792,578
792,578
792,578
792,578
792,578
792,578
792,578
792,578
792,578
792,578
792,578
792,578
792,577
799,563
805,554
813,544
833,520
872,477
903,445
955,398
989,371
1020,348
1076,318
1086,315
1093,313
1124,308
1135,308
1142,308
1150,308
1152,310
1154,311
1154,311
1154,311
1154,311
1154,311
1154,311
1154,311
1154,311
1154,311
1154,311
1154,311
1154,311
1154,311
1154,311
1154,311
1154,311
1162,307
1167,305
1172,303
1182,300
1185,298
1193,295
1206,289
1212,287
1217,283
1225,278
1229,275
1232,273
1239,267
1243,265
1246,263
1250,260
1252,259
1254,258
1257,256
1258,255
1260,254
1261,254
1262,252
1264,251
1265,251
1267,249
1268,249
1268,248
1269,248
1269,247
1270,246
1270,245
1271,244
1271,243
1272,243
1273,241
1274,240
1274,239
1275,238
1276,237
1277,236
1277,236
1279,235
1280,234
1280,234
1281,233
1282,232
1282,232
1283,231
1283,231
1283,231
1284,230
1284,230
1285,229
1285,229
1285,228
1286,228
1286,228
1286,227
1286,227
1286,227
1286,227
1286,227
1286,227
1286,227
1286,227
1286,227
1286,227
1286,227
1286,227
1286,227
1286,227
1286,227
1286,227
1286,227
1286,227
1286,227
1286,227
1286,227
1286,227
1286,227
1286,227
1286,227
1286,227
1286,227
1286,227
1286,227
1286,227
1286,227
1286,227
1286,227
1286,227
1286,227
1286,227
1286,227
1286,227
1286,227
1286,227
1286,227
1286,227
1286,227
1286,227
1286,227
1286,227
1286,227
1286,227
1286,227
1286,227
1286,227
1286,227
1286,227
1286,227
1286,227
1286,227
1286,227
1286,227
1286,227
1286,227
1286,227
1286,227
1286,227
1286,227
1286,227
1286,227
1286,227
1286,227
1286,227
1286,227
1286,227
1286,227
1285,227
1285,227
1285,227
1285,227
1285,227
1285,227
1285,227
1285,227
1285,227
1285,227
1285,227
1285,227
1285,227
1285,227
1285,227
1285,227
1285,227
1285,227
1285,227
1285,227
1285,227
1285,227
1285,227
1285,227
1285,227
1285,227
1285,227
1285,227
1285,227
1285,227
1285,227
1285,227
1285,227
1285,227
1285,227
1285,227
1285,227
1285,227
1285,227
1285,227
1285,227
1285,227
1285,227
1285,227
1285,227
1285,227
1285,227
1285,227
1285,227
1285,227
1285,227
1285,227
1285,227
1285,227
1285,227
1285,227
1285,227
1285,227
1285,227
1285,227
1285,227
1285,227
1285,227
1285,227
1285,227
1285,227
1285,227
1285,227
1285,227
1285,227
1285,227
1285,227
1285,227
1285,227
1285,227
1285,227
1285,227
1285,227
1285,227
