X,Y
756,933
756,933
756,933
756,933
756,933
756,933
756,933
756,933
756,933
756,933
756,933
756,933
756,933
756,933
756,933
756,933
756,933
756,933
756,933
756,933
756,933
756,933
756,933
756,933
756,933
756,933
756,933
756,933
756,933
756,933
756,933
756,933
756,933
756,933
756,933
756,933
756,933
756,933
756,933
756,933
756,933
756,933
756,933
756,933
756,933
756,933
756,933
756,933
756,933
756,933
756,933
756,933
756,933
756,933
756,933
756,933
756,933
756,933
756,933
756,933
756,933
756,933
756,933
756,933
756,933
756,933
756,933
756,933
756,933
756,933
756,933
756,933
756,933
756,933
756,933
756,933
756,933
756,933
756,933
756,933
756,933
756,933
756,933
756,933
756,933
756,933
756,933
756,933
756,933
756,933
756,933
756,933
756,933
756,933
756,933
756,933
756,933
756,933
756,933
756,933
756,933
756,933
756,933
756,933
756,933
756,933
756,933
756,933
756,933
756,933
756,933
756,933
756,933
756,933
756,933
756,933
756,933
756,933
756,933
756,933
756,933
756,933
756,933
756,933
756,933
756,933
756,933
756,933
756,933
756,933
756,933
756,933
756,933
756,933
756,933
756,933
756,933
756,933
756,933
756,933
756,933
756,933
756,933
756,933
756,933
756,933
756,933
756,933
756,933
756,933
756,933
756,933
756,933
756,933
756,933
756,933
756,933
756,933
756,933
756,933
756,931
756,931
756,930
756,926
756,919
756,916
756,907
756,902
756,896
756,884
756,876
756,861
756,831
756,826
757,811
758,804
758,798
758,787
758,783
758,778
758,772
758,767
758,763
758,759
758,755
758,750
759,748
760,744
761,742
761,741
763,737
763,736
764,733
765,731
766,728
767,726
767,725
768,724
768,723
769,723
769,722
769,722
769,722
769,722
769,722
769,722
769,722
769,722
769,722
769,722
769,722
769,722
769,722
769,722
769,722
769,722
769,722
769,722
769,722
769,722
769,722
769,722
773,717
776,712
781,706
792,693
799,687
811,674
846,634
853,626
867,610
892,580
902,566
912,553
929,528
937,516
945,504
955,484
958,473
963,449
963,437
964,422
966,392
966,375
969,359
975,328
979,316
983,303
992,282
999,272
1003,266
1010,260
1010,260
1010,260
1010,260
1010,260
1010,260
1010,260
1010,260
1010,260
1010,260
1010,260
1010,260
1010,260
1010,260
1010,260
1010,260
1010,260
1010,260
1010,260
1010,256
1016,242
1020,233
1023,225
1032,206
1036,197
1043,180
1057,151
1059,146
1068,125
1071,118
1074,111
1078,100
1080,95
1082,89
1087,80
1089,75
1092,71
1097,63
1100,59
1103,56
1108,49
1112,46
1115,44
1122,40
1126,39
1130,38
1139,36
1153,35
1168,35
1181,35
1190,35
1206,36
1228,42
1246,47
1258,52
1271,57
1278,60
1281,62
1283,63
1285,64
1285,64
1285,64
1285,64
1285,64
1285,64
1285,64
1285,64
1285,64
1285,64
1285,64
1285,64
1285,64
1285,64
1285,64
1285,64
1285,64
1285,64
1285,64
1285,67
1285,70
1285,76
1285,80
1286,83
1289,94
1291,100
1293,105
1295,112
1296,116
1296,119
1297,123
1297,124
1297,125
1297,126
1297,126
1297,126
1297,126
1297,126
1297,126
1297,126
1297,126
1297,126
1297,126
1297,126
1297,126
1297,126
1297,126
1297,126
1297,126
1297,126
1297,126
1297,126
1295,129
1294,131
1293,133
1291,138
1290,139
1290,142
1289,145
1289,146
1288,149
1288,152
1288,154
1288,157
1288,158
1288,159
1288,162
1288,163
1288,164
1288,167
1288,168
1288,169
1288,172
1288,173
1288,174
1288,176
1288,177
1288,178
1288,180
1288,182
1288,183
1288,185
1288,187
1288,188
1288,191
1288,192
1288,193
1288,194
1288,195
1288,195
1288,196
1288,197
1288,197
1288,199
1288,199
1288,200
1288,201
1288,201
1288,203
1288,203
1288,204
1288,205
1288,206
1288,207
1288,208
1288,209
1288,209
1288,210
1288,211
1288,212
1288,212
1288,212
1288,213
1288,213
1288,213
1288,213
1288,213
1288,213
1288,213
1288,214
