X,Y
756,933
756,933
756,933
756,933
756,933
756,933
756,933
756,933
756,933
756,933
756,933
756,933
756,933
756,933
756,933
756,933
756,933
756,933
756,933
756,933
756,933
756,933
756,933
756,933
756,933
756,933
756,933
756,933
756,933
756,933
756,933
756,933
756,933
756,933
756,933
756,933
756,933
756,933
756,933
756,933
756,933
756,933
756,933
756,933
756,933
756,933
756,933
756,933
756,933
756,933
756,933
756,933
756,933
756,933
756,933
756,933
756,933
756,933
756,933
756,933
756,933
756,933
756,933
756,933
756,933
756,933
756,933
756,931
756,926
756,923
756,919
756,909
756,901
756,893
756,877
755,872
751,833
750,823
748,812
747,792
746,781
745,776
743,750
742,740
742,706
744,681
751,657
762,633
769,619
778,605
782,600
789,592
790,591
793,588
797,585
798,584
798,584
798,584
798,584
798,584
798,584
798,584
798,584
798,584
798,584
798,584
798,584
798,584
798,584
798,584
798,584
798,584
799,584
809,578
817,575
826,571
869,556
894,550
921,545
957,542
978,541
998,541
1033,541
1047,541
1060,541
1078,541
1087,541
1094,541
1097,541
1105,541
1108,541
1108,541
1108,541
1108,541
1108,541
1108,541
1108,541
1108,541
1108,541
1108,541
1108,541
1108,541
1108,541
1108,541
1108,541
1108,541
1108,536
1108,532
1108,528
1108,516
1108,503
1108,457
1106,434
1104,411
1100,373
1099,350
1097,309
1096,302
1095,287
1095,263
1095,246
1095,241
1095,232
1095,217
1096,209
1099,201
1100,197
1102,193
1105,190
1106,188
1108,188
1110,188
1112,188
1112,189
1116,192
1117,193
1119,194
1121,195
1123,196
1126,196
1129,196
1131,196
1134,196
1138,196
1140,196
1141,196
1145,196
1146,196
1147,196
1151,198
1152,198
1155,200
1160,203
1161,203
1163,204
1168,206
1170,207
1171,208
1177,210
1179,211
1181,213
1183,215
1185,217
1186,218
1187,221
1188,222
1188,223
1189,225
1189,225
1190,225
1191,226
1192,226
1193,226
1196,226
1198,226
1199,226
1203,226
1205,226
1207,226
1209,226
1211,226
1212,226
1215,226
1216,226
1218,226
1221,226
1222,226
1224,226
1227,226
1229,226
1230,226
1233,226
1234,226
1235,226
1238,226
1240,226
1240,226
1243,226
1244,226
1245,226
1247,226
1248,226
1248,226
1250,226
1251,227
1252,227
1253,227
1254,228
1254,228
1255,228
1256,229
1257,229
1258,229
1259,229
1260,229
1261,229
1263,229
1263,229
1265,229
1265,229
1266,229
1267,229
1268,229
1268,229
1269,229
1270,229
1270,229
1270,229
1271,229
1271,229
1271,229
1272,229
1272,229
1273,229
1273,229
