X,Y
756,933
756,933
756,933
756,933
756,933
756,933
756,933
756,933
756,933
756,933
756,933
756,933
756,933
756,933
756,933
756,933
756,933
756,933
756,933
756,933
756,933
756,933
756,933
756,933
756,933
756,933
756,933
756,933
756,933
756,933
756,933
756,933
756,933
756,933
756,933
756,933
756,933
756,933
756,933
756,933
756,933
756,933
756,933
756,933
756,933
756,933
756,933
756,933
756,933
756,933
756,933
756,933
756,933
756,933
756,933
756,933
756,932
756,928
756,926
756,924
756,918
756,913
756,908
756,891
756,881
756,871
756,848
756,837
756,825
756,803
756,798
756,789
756,771
756,757
756,739
756,716
756,708
754,693
754,685
753,672
753,654
753,644
753,640
753,630
753,625
753,622
753,620
753,619
753,619
753,619
753,619
753,619
753,619
753,619
753,619
753,619
753,619
753,619
753,619
753,619
753,619
753,619
753,619
753,619
753,619
753,619
753,619
753,619
753,619
753,619
753,619
753,619
753,619
753,619
753,619
753,619
753,619
753,619
753,619
753,619
753,619
753,619
753,619
753,619
753,619
753,619
753,619
753,619
753,619
753,619
753,619
753,619
753,619
753,619
753,619
753,619
753,619
753,619
753,619
753,619
753,619
753,619
753,619
753,619
753,619
753,619
753,619
753,619
753,619
753,619
753,619
753,619
753,619
753,619
753,619
753,619
753,619
753,619
753,619
753,619
753,619
753,619
753,619
753,619
753,619
753,619
753,619
753,619
753,619
753,619
753,619
753,619
753,619
753,619
753,619
753,619
753,619
753,619
753,619
753,619
753,619
753,619
753,619
753,619
753,619
753,619
753,619
753,619
753,619
753,619
753,619
753,619
753,619
753,619
753,619
753,619
753,619
753,619
753,619
753,619
753,619
753,619
753,619
753,619
753,619
753,619
753,619
753,619
753,619
753,619
753,619
753,619
753,619
753,619
753,619
753,619
753,619
753,619
753,619
753,619
753,619
753,619
753,619
753,619
753,619
753,619
753,619
753,619
753,619
753,619
753,619
753,619
753,619
753,619
753,619
753,619
753,619
753,619
753,619
753,619
753,619
753,619
753,619
753,619
753,619
753,619
753,619
753,619
753,619
753,619
753,619
753,619
753,619
753,619
753,619
753,619
753,619
753,619
753,619
753,619
753,619
753,619
753,619
753,619
753,619
753,619
753,619
753,619
753,619
753,619
753,619
753,619
753,619
753,619
753,619
753,619
753,619
753,619
753,619
753,619
753,619
753,619
753,619
753,619
753,619
753,619
753,619
753,619
753,619
753,619
753,619
753,619
753,619
753,619
753,619
753,619
753,619
753,619
753,619
753,619
753,619
753,619
753,619
753,619
753,619
753,619
753,619
753,619
753,619
753,619
753,619
753,619
753,619
753,619
753,619
753,619
753,619
753,619
753,619
753,619
753,619
753,619
753,619
753,619
753,619
753,619
753,619
753,619
753,619
753,619
753,619
753,619
753,619
753,619
753,619
753,619
753,619
753,619
753,619
753,619
753,619
753,619
753,619
753,619
753,619
753,619
753,619
753,619
753,619
753,619
753,619
753,619
753,619
753,619
753,619
753,619
753,619
753,619
753,619
753,619
753,619
753,619
753,619
753,619
753,619
753,619
753,619
753,619
753,619
753,619
753,619
753,619
753,619
753,619
753,619
753,619
753,619
753,619
753,619
753,619
753,619
753,619
753,619
753,619
753,619
753,619
753,619
753,619
753,619
753,619
753,619
753,619
753,619
753,619
753,619
753,619
753,619
753,619
753,619
753,619
753,619
753,619
753,619
753,619
753,619
753,619
753,619
753,619
753,619
753,619
753,619
753,619
753,619
753,619
753,619
753,619
753,619
753,619
753,619
753,619
753,619
753,619
753,619
753,619
753,619
753,619
753,619
753,619
753,619
753,619
753,619
753,619
753,619
753,619
753,619
753,619
753,619
753,619
753,619
753,619
753,619
753,619
753,619
753,619
753,619
753,619
753,619
753,619
753,619
753,619
753,619
753,619
753,619
753,619
753,619
753,619
753,619
753,619
753,619
753,619
753,619
753,619
753,619
753,619
753,619
753,619
753,619
753,619
753,619
753,619
753,619
753,619
753,619
753,619
753,619
753,619
753,619
753,619
753,619
753,619
753,619
753,619
753,619
753,619
753,619
753,619
753,619
753,619
753,619
753,619
753,619
753,619
753,619
753,619
753,619
753,619
753,619
753,619
753,618
753,615
753,606
752,594
751,578
749,533
746,475
743,410
741,378
736,310
734,276
732,231
732,206
732,196
732,176
732,169
732,163
732,158
732,157
732,157
732,157
732,157
732,157
732,157
732,157
732,157
732,157
732,157
732,157
732,157
732,157
732,157
732,157
732,157
732,157
732,157
732,156
738,150
740,147
744,144
750,138
755,133
760,128
766,124
768,122
771,120
774,117
775,116
776,116
777,115
777,114
777,113
777,112
777,109
777,106
777,102
776,93
776,88
775,82
773,77
772,71
772,68
771,66
771,64
771,64
771,64
771,64
770,64
770,64
769,66
769,68
768,72
767,75
767,78
767,83
767,85
767,86
767,88
767,89
767,89
767,89
767,88
767,86
767,85
767,84
767,83
767,83
767,82
767,82
767,82
767,82
767,82
767,86
767,92
767,110
767,123
767,137
767,187
766,209
763,231
760,243
752,280
750,287
746,299
741,310
739,315
739,315
739,315
739,315
739,315
739,315
739,315
739,315
739,315
739,315
739,315
739,315
739,315
739,315
739,315
739,315
739,315
739,315
739,315
739,315
739,315
739,315
739,315
739,315
739,315
739,315
739,315
739,315
739,315
739,315
739,315
739,315
739,315
739,315
739,315
739,315
739,315
739,315
