X,Y
756,933
756,933
756,933
756,933
756,933
756,933
756,933
756,933
756,933
756,933
756,933
756,933
756,933
756,933
756,933
756,933
756,933
756,933
756,933
756,933
756,933
756,933
756,933
756,933
756,933
756,933
756,933
756,933
756,933
756,933
756,933
756,933
756,933
756,933
756,933
756,933
756,933
756,933
756,933
756,933
756,933
756,933
756,933
756,933
756,933
756,933
756,933
756,933
756,933
756,933
756,933
756,933
756,933
756,933
756,933
756,933
756,933
756,933
756,933
756,933
756,933
756,933
756,933
756,933
756,933
756,933
756,933
756,933
756,933
756,933
756,933
756,933
756,933
756,933
756,933
756,933
756,933
756,933
756,933
756,933
756,933
756,933
756,933
756,933
756,933
756,933
756,933
756,933
756,933
756,933
756,933
756,933
756,932
756,932
756,932
756,932
756,932
756,932
756,932
756,931
756,931
756,931
756,931
756,931
756,930
756,930
756,930
756,930
756,930
756,930
756,930
756,930
756,930
756,930
756,930
756,930
756,930
756,930
756,930
756,930
756,930
756,930
756,930
756,930
756,930
756,930
756,930
756,930
756,930
756,930
756,930
756,930
756,930
756,930
756,930
756,930
756,930
756,930
756,930
756,930
756,930
756,930
756,930
756,930
756,930
756,930
756,930
756,930
756,930
756,930
756,930
756,930
756,930
756,930
756,930
756,930
756,930
756,930
756,930
756,930
756,930
756,930
756,930
756,930
756,930
756,930
756,930
756,930
756,930
756,930
756,930
756,930
756,930
756,930
756,930
756,930
756,930
756,930
756,930
756,930
756,930
756,930
756,930
756,930
756,930
756,930
756,930
756,930
756,930
756,930
756,930
756,930
756,930
756,930
756,930
756,930
756,930
756,930
756,930
756,930
756,930
756,930
756,930
756,930
756,930
756,930
756,930
756,930
756,930
756,930
756,930
756,930
756,930
756,930
756,930
756,930
756,930
756,930
756,930
756,930
756,930
756,930
756,930
756,930
756,930
756,930
756,930
756,930
756,930
756,930
756,930
756,930
756,930
756,930
756,930
756,930
756,930
756,930
756,930
756,930
756,930
756,930
756,930
756,930
756,929
756,927
756,924
756,920
756,918
756,910
756,902
756,895
756,875
756,862
756,835
754,785
748,731
743,688
732,580
727,518
722,456
717,396
711,320
706,263
702,226
701,223
701,221
701,221
701,221
701,221
701,221
701,221
701,221
701,221
701,221
701,221
701,221
701,221
701,221
701,221
701,221
701,221
701,221
701,221
701,221
701,221
701,221
701,221
701,221
701,221
701,221
701,221
699,225
695,228
672,242
657,248
647,252
611,262
594,265
575,267
555,267
552,267
544,267
536,267
534,267
533,267
533,267
533,267
533,267
533,267
533,267
533,267
533,267
533,267
533,267
533,267
533,267
533,267
533,267
533,267
533,267
533,267
533,267
524,267
517,267
509,267
492,264
479,260
473,259
458,254
452,252
447,251
442,249
441,249
439,249
439,249
439,249
439,249
439,249
439,249
439,249
439,249
439,249
439,249
439,249
439,249
439,249
439,249
439,249
439,249
439,249
439,249
439,249
439,249
439,249
439,249
439,249
439,249
439,249
439,249
439,249
439,249
439,249
439,249
439,249
439,249
439,249
439,249
438,249
437,249
436,249
434,249
432,249
430,249
429,249
428,249
427,249
427,249
427,249
426,249
426,249
426,249
426,249
426,249
426,249
426,249
426,249
426,249
426,249
426,249
426,249
426,249
426,249
426,249
426,249
426,249
426,249
426,249
426,249
426,249
426,249
426,249
426,249
426,249
426,249
426,249
426,249
426,249
426,249
426,249
426,249
426,249
426,249
426,249
426,249
426,249
426,249
425,249
422,249
420,249
417,249
409,249
405,249
399,249
388,249
382,249
375,249
360,249
353,249
346,249
338,249
323,248
316,248
309,248
298,246
296,246
292,246
284,245
281,244
279,244
275,244
273,244
271,243
267,242
266,242
264,241
262,240
259,238
257,237
255,236
252,233
250,232
249,231
246,229
245,228
243,228
241,227
239,226
237,225
236,224
234,224
234,223
233,223
233,222
233,222
233,222
233,222
233,222
233,222
233,222
233,222
233,222
233,222
233,222
232,222
232,222
232,222
231,222
231,222
231,222
230,223
230,223
230,223
230,223
230,223
230,223
230,224
230,224
230,224
230,224
230,224
230,224
230,224
230,224
230,224
230,224
230,224
230,224
230,224
230,224
230,224
230,224
230,224
230,224
230,224
230,224
230,224
230,224
230,224
