X,Y
756,933
756,933
756,933
756,933
756,933
756,933
756,933
756,933
756,933
756,933
756,933
756,933
756,933
756,933
756,933
756,933
756,933
756,933
756,933
756,933
756,933
756,933
756,933
756,933
756,933
756,933
756,933
756,933
756,933
756,933
756,933
756,933
756,933
756,933
756,933
756,933
756,933
756,933
756,933
756,933
756,933
756,933
756,933
756,933
756,933
756,933
756,933
756,933
756,933
756,933
756,933
756,933
756,930
755,925
754,920
753,901
751,888
749,863
747,821
747,798
747,786
747,764
747,715
747,679
747,669
748,630
748,623
750,599
750,590
750,588
751,579
751,577
751,576
751,574
751,574
751,574
751,574
751,574
751,574
751,574
751,574
751,574
751,574
751,574
751,574
751,574
751,574
751,574
751,574
751,574
751,574
751,574
751,574
751,574
751,574
751,574
751,574
751,574
751,574
751,574
751,574
751,573
751,570
751,565
757,547
765,532
786,499
837,445
874,414
919,383
984,347
1021,328
1035,320
1069,303
1074,300
1085,294
1095,286
1095,286
1095,286
1095,286
1095,286
1095,286
1095,286
1095,286
1095,286
1095,286
1095,286
1095,286
1095,286
1095,286
1095,286
1095,286
1100,283
1106,280
1112,277
1127,272
1135,270
1148,267
1174,263
1179,262
1190,262
1206,260
1213,259
1218,258
1227,257
1229,257
1232,257
1238,257
1240,257
1242,257
1245,257
1246,257
1247,257
1248,257
1248,257
1248,256
1250,255
1251,254
1251,253
1253,251
1254,251
1255,250
1257,249
1257,248
1258,248
1260,246
1262,245
1264,244
1265,244
1267,242
1269,241
1269,241
1271,239
1272,238
1272,238
1273,236
1273,236
1274,236
1274,235
1274,235
1274,235
1275,235
1275,235
1275,235
1276,234
1277,234
1277,234
1279,234
1279,233
1280,233
1281,233
1281,233
1281,233
1282,233
1282,233
1282,233
1282,233
1283,233
1283,233
1283,233
1283,233
1283,233
1283,233
1283,233
1283,233
1283,233
1283,233
1283,233
