X,Y
756,934
756,934
756,934
756,934
756,934
756,934
756,934
756,934
756,934
756,934
756,934
756,934
756,934
756,934
756,934
756,934
756,934
756,934
756,934
756,934
756,934
756,934
756,934
756,934
756,934
756,934
756,934
756,934
756,934
756,934
756,934
756,934
756,934
756,934
756,934
756,934
756,934
756,934
756,934
756,934
756,934
756,934
756,934
756,934
756,931
756,921
756,910
759,879
761,857
764,824
765,803
767,783
771,745
772,731
773,725
776,702
780,658
778,612
777,594
777,583
777,558
777,543
777,505
777,488
777,471
777,447
778,433
779,424
780,421
780,421
780,421
780,421
780,421
780,421
780,421
780,421
780,421
780,421
780,421
780,421
780,421
780,421
780,420
780,402
785,369
791,349
797,326
823,223
841,163
859,109
910,10
1034,-85
1107,-105
1107,-105
1107,-105
1249,-81
1273,-60
1275,-56
1275,-56
1276,-46
1276,-46
1276,-46
1276,-46
1276,-46
1276,-46
1276,-46
1276,-46
1276,-46
1276,-46
1276,-46
1276,-46
1276,-46
1276,-46
1276,-46
1276,-46
1276,-46
1276,-46
1276,-46
1283,-43
1287,-40
1295,-32
1298,-29
1300,-26
1311,-10
1314,-3
1333,100
1323,142
1318,144
1315,145
1312,146
1305,150
1302,152
1298,155
1292,163
1288,172
1281,190
1277,201
1277,202
1277,202
1277,202
1277,202
1277,202
1277,202
1277,202
1277,202
1277,202
1277,202
1277,202
1277,202
1277,202
1277,202
1277,202
1277,202
1277,202
1277,202
1277,202
1277,202
1277,202
1277,202
1277,202
1277,202
1277,203
1271,226
1269,232
1263,246
1253,272
1245,292
1244,298
1243,299
1243,299
1243,299
1243,299
1243,299
1243,299
1243,299
1243,299
1243,299
1243,299
1243,299
1243,299
1243,299
1243,299
1243,299
1243,299
1243,299
1243,299
1243,299
1243,299
1243,299
1243,299
1243,299
1243,299
1243,299
1243,299
1243,299
1243,299
1243,299
1243,299
1243,299
1243,299
1243,299
1243,299
1243,299
1243,299
1243,299
