X,Y
755,935
755,935
755,935
755,935
755,935
755,935
755,935
755,935
755,935
755,935
755,935
755,935
755,935
755,935
755,935
755,935
755,935
755,935
755,935
755,935
755,935
755,935
755,935
755,935
755,935
755,935
755,935
755,935
755,935
755,935
755,935
755,935
755,935
755,935
755,935
755,935
755,935
755,935
755,935
755,935
755,935
755,935
755,935
755,935
755,935
755,935
755,935
755,935
755,935
755,935
755,935
755,935
755,935
755,935
755,935
755,935
755,935
755,935
755,935
755,935
755,935
755,935
755,935
755,935
755,935
755,935
755,935
755,935
755,935
755,935
755,935
755,935
755,935
755,935
755,935
755,935
755,935
755,935
755,935
755,935
755,935
755,935
755,935
755,935
755,935
755,935
755,935
755,935
755,935
755,935
755,935
755,935
755,935
755,935
755,935
755,935
755,935
755,935
755,935
755,935
755,935
755,935
755,935
755,935
755,935
755,935
755,935
755,935
755,935
755,935
755,935
755,935
755,935
755,935
755,935
755,935
755,935
755,935
755,935
755,935
755,935
755,935
755,935
755,934
755,933
755,932
755,925
754,916
754,909
753,886
753,873
752,846
752,826
752,779
752,751
752,723
752,656
754,622
764,524
765,512
769,482
772,467
773,464
775,452
776,448
776,448
776,448
776,448
776,448
776,448
776,448
776,448
776,448
776,448
776,448
776,448
776,448
776,448
776,448
776,448
776,448
776,448
776,448
775,448
771,448
754,448
739,446
708,437
620,400
568,370
519,340
485,314
457,293
449,287
444,283
425,268
420,264
420,264
420,264
420,264
420,264
420,264
420,264
420,264
420,264
420,264
420,264
420,264
420,264
420,264
416,264
409,264
398,264
369,264
356,263
343,262
320,257
300,254
292,252
267,246
264,245
258,244
251,242
248,241
247,240
245,239
245,239
244,239
244,238
244,238
244,238
243,238
243,238
242,237
241,237
240,236
239,236
236,235
235,235
235,234
233,234
232,234
232,234
231,234
230,234
230,233
229,233
228,233
228,232
227,232
227,232
226,232
226,232
226,232
226,232
226,232
226,232
226,232
226,232
226,232
226,232
226,232
226,232
226,232
226,232
226,232
226,232
226,232
226,232
226,232
226,232
226,232
226,232
226,232
226,232
