X,Y
758,937
758,937
758,937
758,937
758,937
758,937
758,937
758,937
758,937
758,937
758,937
758,937
758,937
758,937
758,937
758,937
758,937
758,937
758,937
758,937
758,937
758,937
758,937
758,937
758,937
758,937
758,937
758,937
758,937
758,937
758,937
758,937
758,937
758,937
758,937
758,937
758,937
758,937
758,937
758,937
758,937
758,937
758,937
758,937
758,937
758,937
758,937
758,937
758,937
758,937
758,937
758,937
758,937
758,937
758,937
758,937
758,937
758,937
758,937
758,937
758,937
758,937
758,937
758,937
758,937
758,937
758,937
758,937
758,937
758,937
758,937
758,937
758,937
758,937
758,937
758,937
758,937
758,937
758,937
758,937
758,937
758,937
758,937
758,937
758,937
758,937
758,937
758,937
758,937
758,937
758,937
758,937
758,937
758,937
758,937
758,937
758,937
758,937
758,937
758,937
758,937
758,937
758,937
758,894
762,858
766,826
772,788
774,779
777,764
786,733
787,732
787,732
787,732
787,732
787,732
787,732
787,732
787,732
787,732
787,732
787,732
787,732
787,732
787,732
787,732
787,732
787,732
787,732
787,732
787,732
787,732
787,732
787,732
787,732
787,732
787,732
787,732
787,732
787,732
787,732
787,732
787,732
787,732
787,732
787,732
787,732
787,732
787,732
787,732
787,732
787,732
787,732
787,732
787,732
787,732
787,732
787,732
787,732
787,732
787,732
787,732
787,732
787,732
787,732
787,732
787,732
787,732
787,732
787,732
787,732
787,732
787,732
787,732
787,732
787,732
787,732
787,732
787,732
787,732
787,732
787,732
787,732
787,732
787,732
787,732
787,732
787,732
787,732
787,732
787,732
787,732
787,732
787,732
787,732
787,732
787,732
787,732
787,732
787,732
787,732
787,732
787,732
787,732
787,732
787,732
787,732
787,732
787,732
787,732
787,732
787,732
787,732
787,732
787,732
787,732
787,732
787,732
787,732
787,732
787,732
787,732
787,732
787,732
787,732
787,732
787,732
787,732
787,732
787,732
787,732
787,732
787,732
787,732
787,732
787,732
787,732
787,732
787,732
787,732
787,732
787,732
787,732
787,732
787,732
787,732
787,732
787,732
787,732
787,732
787,732
787,732
787,732
787,732
787,732
787,732
787,732
787,732
787,732
787,732
787,732
787,732
787,732
787,732
787,732
787,732
787,732
787,732
787,732
787,732
787,732
787,732
787,732
787,732
787,732
787,732
787,732
787,732
787,732
787,732
787,732
787,732
787,732
787,732
787,732
787,732
787,732
787,732
787,732
787,732
787,732
787,732
787,732
787,732
787,732
787,732
787,732
787,732
787,732
787,732
787,732
787,732
787,732
787,732
787,732
787,732
787,732
787,732
787,732
787,732
787,732
787,732
787,732
787,732
787,732
787,732
787,732
787,732
787,732
787,732
787,732
787,732
787,732
787,732
787,732
787,732
787,732
787,732
787,732
787,732
787,732
787,732
787,732
787,732
787,732
787,732
787,732
787,732
787,732
787,732
787,732
787,732
787,732
787,732
787,732
787,732
787,732
787,732
787,732
787,732
787,732
787,732
787,732
787,732
787,732
787,732
787,732
787,732
787,732
787,732
787,732
787,732
787,732
787,732
787,732
787,732
787,732
787,732
787,732
787,732
787,732
787,732
787,732
787,732
787,732
787,732
787,732
787,732
787,732
